name,price,point,id,sport_key,commence_time,home_team,away_team,bookmakers.key,bookmakers.last_update
Under,1.89,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,draftkings,2024-12-12T00:36:51Z
Over,1.95,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,fanduel,2024-12-12T00:37:38Z
Under,1.87,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,fanduel,2024-12-12T00:37:38Z
Over,1.88,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betonlineag,2024-12-12T00:37:49Z
Under,1.93,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betonlineag,2024-12-12T00:37:49Z
Over,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,lowvig,2024-12-12T00:36:51Z
Under,1.96,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,lowvig,2024-12-12T00:36:51Z
Over,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betus,2024-12-12T00:36:52Z
Under,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betus,2024-12-12T00:36:52Z
Over,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,mybookieag,2024-12-12T00:36:06Z
Under,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,mybookieag,2024-12-12T00:36:06Z
Over,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betrivers,2024-12-12T00:36:51Z
Under,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betrivers,2024-12-12T00:36:51Z
Over,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betmgm,2024-12-12T00:36:51Z
Under,1.91,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,betmgm,2024-12-12T00:36:51Z
Over,1.87,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,bovada,2024-12-12T00:36:51Z
Under,1.95,40.5,7b58ba499776572737bf4335349ee5ca,americanfootball_nfl,2024-12-15T18:00:00Z,Jacksonville Jaguars,New York Jets,bovada,2024-12-12T00:36:51Z
Over,1.95,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,draftkings,2024-12-12T00:36:51Z
Under,1.87,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,draftkings,2024-12-12T00:36:51Z
Over,1.91,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betus,2024-12-12T00:36:52Z
Under,1.91,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betus,2024-12-12T00:36:52Z
Over,1.95,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,fanduel,2024-12-12T00:37:38Z
Under,1.87,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,fanduel,2024-12-12T00:37:38Z
Over,1.91,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betonlineag,2024-12-12T00:37:49Z
Under,1.91,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betonlineag,2024-12-12T00:37:49Z
Over,1.93,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,lowvig,2024-12-12T00:36:51Z
Under,1.93,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,lowvig,2024-12-12T00:36:51Z
Over,1.91,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,mybookieag,2024-12-12T00:36:06Z
Under,1.91,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,mybookieag,2024-12-12T00:36:06Z
Over,1.89,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betrivers,2024-12-12T00:36:51Z
Under,1.92,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betrivers,2024-12-12T00:36:51Z
Over,1.91,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betmgm,2024-12-12T00:36:51Z
Under,1.91,43.0,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,betmgm,2024-12-12T00:36:51Z
Over,1.91,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,bovada,2024-12-12T00:36:51Z
Under,1.91,43.5,3b7db9e7d8af9f357fa301fb43f2e6af,americanfootball_nfl,2024-12-15T18:00:00Z,New Orleans Saints,Washington Commanders,bovada,2024-12-12T00:36:51Z
Over,1.89,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,draftkings,2024-12-12T00:36:51Z
Under,1.93,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,draftkings,2024-12-12T00:36:51Z
Over,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betus,2024-12-12T00:36:52Z
Under,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betus,2024-12-12T00:36:52Z
Over,1.96,46.5,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,fanduel,2024-12-12T00:37:38Z
Under,1.85,46.5,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,fanduel,2024-12-12T00:37:38Z
Over,1.93,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,lowvig,2024-12-12T00:36:51Z
Under,1.93,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,lowvig,2024-12-12T00:36:51Z
Over,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betonlineag,2024-12-12T00:37:49Z
Under,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betonlineag,2024-12-12T00:37:49Z
Over,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,mybookieag,2024-12-12T00:36:06Z
Under,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,mybookieag,2024-12-12T00:36:06Z
Over,1.92,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betrivers,2024-12-12T00:36:51Z
Under,1.89,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betrivers,2024-12-12T00:36:51Z
Over,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betmgm,2024-12-12T00:36:51Z
Under,1.91,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,betmgm,2024-12-12T00:36:51Z
Over,1.87,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,bovada,2024-12-12T00:36:51Z
Under,1.95,46.0,c562ac548944fe897e62f4a142de4d54,americanfootball_nfl,2024-12-15T21:25:00Z,Arizona Cardinals,New England Patriots,bovada,2024-12-12T00:36:51Z
Over,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,draftkings,2024-12-12T00:36:51Z
Under,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,draftkings,2024-12-12T00:36:51Z
Over,1.95,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,fanduel,2024-12-12T00:37:38Z
Under,1.87,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,fanduel,2024-12-12T00:37:38Z
Over,1.98,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,lowvig,2024-12-12T00:36:51Z
Under,1.88,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,lowvig,2024-12-12T00:36:51Z
Over,1.95,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betonlineag,2024-12-12T00:37:49Z
Under,1.87,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betonlineag,2024-12-12T00:37:49Z
Over,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betus,2024-12-12T00:36:52Z
Under,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betus,2024-12-12T00:36:52Z
Over,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,mybookieag,2024-12-12T00:36:06Z
Under,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,mybookieag,2024-12-12T00:36:06Z
Over,1.89,54.0,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betrivers,2024-12-12T00:36:51Z
Under,1.92,54.0,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betrivers,2024-12-12T00:36:51Z
Over,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betmgm,2024-12-12T00:36:51Z
Under,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,betmgm,2024-12-12T00:36:51Z
Over,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,bovada,2024-12-12T00:36:51Z
Under,1.91,54.5,f3d85c6f4152c6f9c28df5332d7d01ae,americanfootball_nfl,2024-12-15T21:25:00Z,Detroit Lions,Buffalo Bills,bovada,2024-12-12T00:36:51Z
Over,1.89,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,draftkings,2024-12-12T00:36:51Z
Under,1.93,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,draftkings,2024-12-12T00:36:51Z
Over,1.96,44.5,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,fanduel,2024-12-12T00:37:38Z
Under,1.85,44.5,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,fanduel,2024-12-12T00:37:38Z
Over,1.88,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,lowvig,2024-12-12T00:36:51Z
Under,1.98,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,lowvig,2024-12-12T00:36:51Z
Over,1.87,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betonlineag,2024-12-12T00:37:49Z
Under,1.95,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betonlineag,2024-12-12T00:37:49Z
Over,1.91,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betus,2024-12-12T00:36:52Z
Under,1.91,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betus,2024-12-12T00:36:52Z
Over,1.91,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,mybookieag,2024-12-12T00:36:06Z
Under,1.91,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,mybookieag,2024-12-12T00:36:06Z
Over,1.93,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betrivers,2024-12-12T00:36:51Z
Under,1.88,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betrivers,2024-12-12T00:36:51Z
Over,1.91,44.5,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betmgm,2024-12-12T00:36:51Z
Under,1.91,44.5,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,betmgm,2024-12-12T00:36:51Z
Over,1.91,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,bovada,2024-12-12T00:36:51Z
Under,1.91,44.0,f3f5d87420f5bc34d3affc8f44a1c934,americanfootball_nfl,2024-12-15T21:25:00Z,Denver Broncos,Indianapolis Colts,bovada,2024-12-12T00:36:51Z
Over,1.93,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,draftkings,2024-12-12T00:36:51Z
Under,1.89,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,draftkings,2024-12-12T00:36:51Z
Over,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betus,2024-12-12T00:36:52Z
Under,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betus,2024-12-12T00:36:52Z
Over,1.95,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,fanduel,2024-12-12T00:37:38Z
Under,1.87,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,fanduel,2024-12-12T00:37:38Z
Over,1.93,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,lowvig,2024-12-12T00:36:51Z
Under,1.93,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,lowvig,2024-12-12T00:36:51Z
Over,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betonlineag,2024-12-12T00:37:49Z
Under,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betonlineag,2024-12-12T00:37:49Z
Over,1.91,45.0,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,mybookieag,2024-12-12T00:36:06Z
Under,1.91,45.0,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,mybookieag,2024-12-12T00:36:06Z
Over,1.91,45.0,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betrivers,2024-12-12T00:36:51Z
Under,1.91,45.0,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betrivers,2024-12-12T00:36:51Z
Over,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betmgm,2024-12-12T00:36:51Z
Under,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,betmgm,2024-12-12T00:36:51Z
Over,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,bovada,2024-12-12T00:36:51Z
Under,1.91,45.5,531a7692ed7474109ad7d6e331751234,americanfootball_nfl,2024-12-15T21:25:00Z,Los Angeles Chargers,Tampa Bay Buccaneers,bovada,2024-12-12T00:36:51Z
Over,1.91,42.5,9cec3324e93aa4ece67f4ed4447bc212,americanfootball_nfl,2024-12-15T21:25:00Z,Philadelphia Eagles,Pittsburgh Steelers,draftkings,2024-12-12T00:36:51Z
